"批次代码","批次名称","院校代号","院校国标代码","院校名称","院校省份","办学性质","专业代号","专业国标代码","专业名称","专业属性","计划数","首选科目代码","再选科目代码","学制","学费","专业备注","计划ID"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","05","080413","纳米材料与技术(前沿材料与未来技术)"," ","1","04","A","四年","5000",,"1_3_0008_5_05"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","06","080420","材料智能技术(AI与新材料交叉融合)"," ","1","04","A","四年","5000",,"1_3_0008_5_06"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","07","080717","人工智能"," ","5","04","A","四年","5000",,"1_3_0008_5_07"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","08","0701","数学类(应用数学和统计)(数学与应用数学、信息与计算科学、统计学)"," ","3","04","A","四年","5000",,"1_3_0008_5_08"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","09","070202","应用物理学(半导体和电子科技)"," ","3","04","A","四年","5000","(大一学年结束后可分流至应用物理学、电子科学与技术专业)","1_3_0008_5_09"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","14","080401","材料科学与工程"," ","12","04","A","四年","5000","(百分百满足学生分流意愿。大一学年结束后可分流至材料科学与工程、材料物理、材料化学、无机非金属材料工程、材料成型及控制工程、高分子材料与工程专业。一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_14"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","15","0808","自动化类(自动化、测控技术与仪器、智能感知工程)"," ","9","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_15"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","16","0809","计算机类(计算机科学与技术、信息安全、物联网工程)"," ","9","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_16"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","17","080703","通信工程"," ","3","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_17"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","18","080710","集成电路设计与集成系统"," ","2","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_18"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","19","0802","机械类(机器人、智能制造与新能源车辆)(机械工程、智能制造工程、机器人工程、车辆工程、物流工程、工业设计)"," ","17","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_19"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","20","080504","储能科学与工程"," ","3","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_20"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","21","0805","能源动力类(能源与动力工程、新能源科学与工程、环境工程、环境科学)"," ","8","04","A","四年","5000","(一、二年级在北京校区,三、四年级在雄安校区)","1_3_0008_5_21"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","26","120108","大数据管理与应用(大数据与金融试验班)"," ","2","04","K","四年","5000","(大一学年结束后可分流至大数据管理与应用、信息管理与信息系统、金融工程专业,其中大数据管理与应用专业整体分流接收比例50%)","1_3_0008_5_26"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","27","1202","工商管理类(数智管理试验班)[工商管理(工商与智能双学士学位)、会计学]"," ","5","08","K","四年","5000",,"1_3_0008_1_27"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","28","00150","社会科学试验班[法学、知识产权、行政管理、社会工作(社会管理)]"," ","9","08","K","四年","5000",,"1_3_0008_1_28"
"3","普通类本科批","0008","10008","北京科技大学","北京","公办","29","0502","外国语言文学类(英语、日语、德语)"," ","5","08","K","四年","5000","(限英语语种考生。入学后可参与英语+人工智能、日语+人工智能双学士学位选拔)(限英语语种考生报考)","1_3_0008_1_29"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","01","020307","经济与金融"," ","1","08","K","四年","4200",,"1_3_0009_1_01"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","02","030101","法学"," ","1","08","K","四年","4200",,"1_3_0009_1_02"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","03","030101","法学(菁英班)"," ","1","08","K","四年","4200",,"1_3_0009_1_03"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","04","030102","知识产权"," ","2","08","K","四年","4200",,"1_3_0009_1_04"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","05","050201","英语(涉外法治)"," ","1","08","K","四年","5000","(招收英语考生)","1_3_0009_1_05"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","06","070101","数学与应用数学(菁英班)"," ","1","04","A","四年","4600",,"1_3_0009_5_06"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","08","071201","统计学"," ","2","04","A","四年","4600",,"1_3_0009_5_08"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0A","080202","机械设计制造及其自动化(创新实验班)"," ","1","04","A","四年","4600",,"1_3_0009_5_0A"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0C","080203","材料成型及控制工程(精密制造)"," ","2","04","A","四年","4600",,"1_3_0009_5_0C"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0D","080204","机械电子工程(智能制造与新能源汽车)"," ","1","04","A","四年","4600",,"1_3_0009_5_0D"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0E","080205","工业设计"," ","1","04","A","四年","4600",,"1_3_0009_5_0E"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0H","080504","储能科学与工程"," ","1","04","A","四年","4600","(学习地点为北方工大延庆创新港校区)","1_3_0009_5_0H"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0J","080504","储能科学与工程(菁英班)"," ","1","04","A","四年","4600","(学习地点为北方工大延庆创新港校区)","1_3_0009_5_0J"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0K","080601","电气工程及其自动化"," ","1","04","A","四年","4600",,"1_3_0009_5_0K"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0L","080601","电气工程及其自动化(菁英班)"," ","1","04","A","四年","4600",,"1_3_0009_5_0L"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0N","080701","电子信息工程"," ","2","04","A","四年","4600",,"1_3_0009_5_0N"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0P","080701","电子信息工程(创新实验班)"," ","2","04","A","四年","4600",,"1_3_0009_5_0P"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0R","080717","人工智能(菁英班)"," ","1","04","A","四年","4600",,"1_3_0009_5_0R"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0S","080717H","人工智能(中外合作办学)"," ","1","04","A","四年","80000","(与英国伦敦布鲁内尔大学合作,4+0模式。建议非英语语种考生慎重报考)","1_3_0009_5_0S"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0U","080801","自动化(创新实验班)"," ","1","04","A","四年","4600",,"1_3_0009_5_0U"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0V","080901","计算机科学与技术"," ","1","04","A","四年","4600",,"1_3_0009_5_0V"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0W","080901","计算机科学与技术(创新实验班)"," ","1","04","A","四年","4600",,"1_3_0009_5_0W"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0X","080901H","计算机科学与技术(中外合作办学)"," ","1","04","A","四年","80000","(与英国伦敦布鲁内尔大学合作,4+0模式。建议非英语语种考生慎重报考)","1_3_0009_5_0X"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0Y","080904","信息安全"," ","2","04","A","四年","4600",,"1_3_0009_5_0Y"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","0Z","080906","数字媒体技术"," ","1","04","A","四年","4600",,"1_3_0009_5_0Z"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","10","080704","微电子科学与工程"," ","1","04","A","四年","4600",,"1_3_0009_5_10"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","11","080704","微电子科学与工程(菁英班)"," ","1","04","A","四年","4600",,"1_3_0009_5_11"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","12","080710","集成电路设计与集成系统"," ","2","04","A","四年","4600",,"1_3_0009_5_12"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","13","080910","数据科学与大数据技术(菁英班)"," ","1","04","A","四年","4600",,"1_3_0009_5_13"
"3","普通类本科批","0009","10009","北方工业大学","北京","公办","14","080910H","数据科学与大数据技术(中外合作办学)"," ","1","04","A","四年","65000","(与英国伦敦布鲁内尔大学合作,4+0模式。建议非英语语种考生慎重报考)","1_3_0009_5_14"
